35.67086,139.78099,
35.67375,139.77059,
35.6734,139.77025,
35.67291,139.77029,
35.67226,139.77025,
35.67194,139.77011,
35.66284,139.76333,
35.6634,139.76368,
35.66496,139.76356,
35.6646,139.76343,
35.66451,139.76454,
35.66417,139.76507,
35.66158,139.76917,
35.66181,139.76767,
35.66234,139.76574,
35.6626,139.76671,
35.66285,139.76629,
35.66345,139.76673,
35.66332,139.76718,
35.66489,139.76982,
35.66513,139.76983,
35.66553,139.76962,
35.6658,139.76929,
35.66582,139.76867,
35.66669,139.76834,
35.66693,139.76806,
35.6666,139.76773,
35.66682,139.76673,
35.6663,139.76642,
35.66647,139.76593,
35.66709,139.76591,
35.66696,139.76518,
35.667,139.76545,
35.66721,139.76538,
35.67303,139.76123,
35.67235,139.76095,
35.67209,139.76063,
35.66979,139.76214,
35.66937,139.76183,
35.66942,139.7623,
35.66916,139.76315,
35.66906,139.76345,
35.66894,139.76373,
35.66911,139.76406,
35.66883,139.76438,
35.66901,139.76447,
35.67107,139.76637,
35.67138,139.76591,
35.67112,139.76378,
35.67139,139.76225,
35.67119,139.76289,
35.6709,139.76261,
35.67059,139.76231,
35.67038,139.76162,
35.67067,139.7615,
35.67053,139.76131,
35.66949,139.75914,
35.66986,139.75968,
35.66989,139.76063,
35.66972,139.76091,
35.66934,139.76049,
35.66869,139.76079,
35.66844,139.75993,
35.66768,139.75976,
35.66742,139.76018,
35.66693,139.76032,
35.66568,139.76161,
35.66609,139.76155,
35.66626,139.76113,
35.66608,139.76021,
35.66544,139.7606,
35.6656,139.76108,
35.66481,139.76136,
35.66409,139.7618,
35.66435,139.76181,
35.66444,139.76176,
35.6648,139.76191,
35.66466,139.76247,
35.66495,139.76238,
35.66505,139.76214,
35.66568,139.76259,
35.66565,139.76337,
35.66627,139.76335,
35.66739,139.76304,
35.66678,139.76277,
35.66717,139.76223,
35.6675,139.76211,
35.66752,139.76179,
35.66729,139.7612,
35.66741,139.76087,
35.66795,139.76076,
35.66792,139.76085,
35.66797,139.7609,
35.66801,139.76152,
35.66852,139.76201,
35.66866,139.76255,
35.66835,139.76255,
35.66837,139.76324,
35.66798,139.76305,
35.66787,139.76365,
35.66773,139.76378,
35.66716,139.76374,
35.66695,139.76414,
35.66648,139.76409,
35.66592,139.76433,
35.6663,139.76499,
35.66599,139.76527,
35.66563,139.7657,
35.66531,139.76606,
35.66551,139.76633,
35.66507,139.76684,
35.66439,139.76659,
35.66422,139.76662,
35.66424,139.7667,
35.66419,139.76738,
35.66401,139.76794,
35.66422,139.7685,
35.66393,139.76941,
35.66363,139.76963,
35.6633,139.76997,
